company_name,s1_filings_count
IRON MOUNTAIN RECORDS MANAGEMENT OF MISSOURI LLC,1
"Anfield Acquisitions, Inc.",1
"Inari Medical, Inc.",1
"Portola Allied Tool, Inc.",1
"Roan Holdings Group Co., Ltd.",1
"Edgewise Therapeutics, Inc.",1
"SCHIFF NUTRITION INTERNATIONAL, INC.",1
UNION COMMUNITY BANCORP,1
China Inc,1
DEMANDSTAR COM INC,1
CYGNET FINANCIAL CORP,1
"HCA HEALTH SERVICES OF VIRGINIA, INC.",1
OnePower Systems Ltd.,1
Texas Competitive Electric Holdings CO LLC,1
Verity Acquisition Corp,1
Safe & Sound International Inc.,1
KOZMO COM INC,1
"Massive Dynamics, Inc.",1
HAYMAN HOLDINGS INC,1
800 JR CIGAR INC,1
DELCO REMY AMERICA INC,1
ENVIROTEST SYSTEMS CORP/WA,1
"NantHealth, Inc.",1
IRIDIUM WORLD COMMUNICATIONS LTD,1
ASPAC COMMUNCATIONS INC,1
Caesars Acquisition Co,1
HUYCK LTD,1
MASS COMMUNICATIONS CORP,1
Nationstar Mortgage Holdings Inc.,1
ECCA DISTRIBUTION INVESTMENTS  INC,1
Cue Health Inc.,1
"Venture Global, Inc.",1
Arax Holdings Corp,1
Franklin Templeton Holdings Trust,1
PEER REVIEW MEDIATION & ARBITRATION INC,1
Crossfire Capital Corp.,1
ARTIFICIAL LIFE INC,1
STR Holdings LLC,1
"Stem Sales, Inc.",1
"Asia Training Institute US, Inc.",1
Luve Sports Inc.,1
ANDEAVOR LOGISTICS LP,1
"Accuro Healthcare Solutions, Inc.",1
EASYLINK SERVICES CORP,1
"COIL TUBING TECHNOLOGY, INC.",1
INTEGRATED CIRCUIT SYSTEMS INC,1
"DIGITAL BLUE DOG, INC.",1
STRATAGENE  CORP,1
ESH Acquisition Corp.,1
CORNER GROWTH ACQUISITION CORP. 3,1
Shake Shack Inc.,1
JAMMIN JAVA CORP.,1
Bleichroeder Acquisition Corp. I,1
Paulsboro Natural Gas Pipeline Co LLC,1
VERSATILITY INC,1
Evo Acquisition Corp,1
"GREEN OAKS HOSPITAL SUBSIDIARY, L.P.",1
CAPITAL PREFERRED YIELD FUND V LP,1
MEDLEY MANAGEMENT INC.,1
Isleworth Healthcare Acquisition Corp.,1
CFM TECHNOLOGIES INC,1
CORNERSTONE BRANDS INC,1
"Development Capital Group, Inc.",1
"Security Midwest Bancorp, Inc.",1
Pivotal Investment Corp III,1
INTERNATIONAL FUEL SYSTEMS INC,1
SUBURBAN LODGES OF AMERICA INC,1
TORtec Group Corp,1
GREENTECH TRANSPORTATION INDUSTRIES INC.,1
MILLER INDUSTRIES INC /TN/,1
"Western Midstream Operating, LP",1
"Wellness Matrix Group, Inc.",1
VOC Energy Trust,1
EDGE PETROLEUM CORP,1
Patria Latin American Opportunity Acquisition Corp.,1
"Generation NEXT Franchise Brands, Inc.",1
CONVERGENT NETWORKS INC,1
"BioXcel Therapeutics, Inc.",1
MACNEAL HEALTH PROVIDERS INC,1
"Soellingen Advisory Group, Inc.",1
Focus Impact BH3 Acquisition Co,1
NATIONAL SECURITY SOLUTIONS INC.,1
JOURNAL REGISTER CO,1
VIAGRAFIX CORP,1
"LODGING MEDIA, INC.",1
Future Vision II Acquisition Corp.,1
Arena Fortify Acquisition Corp.,1
APPLIANCE WAREHOUSE OF AMERICA INC,1
CHEMICAL LOGISTICS CORP,1
GraniteShares Gold MiniBAR Trust,1
Paragon Commercial CORP,1
Blue Safari Group Acquisition Corp,1
"Affirm Holdings, Inc.",1
VIRTUAL MORTGAGE NETWORK INC,1
DEBT RESOLVE INC,1
WILLIAM LYON SOUTHWEST INC,1
Alma Lasers Ltd.,1
Red Bank Theatre Corp.,1
Health Assurance Acquisition Corp.,1
MacroShares Major Metro Housing Down Trust,1
"YOUBLAST GLOBAL, INC.",1
"Supernova Partners Acquisition Co III, Ltd.",1
"GIFA, INC.",1
"BIOREGENX, INC.",1
"Coinbase Global, Inc.",1
"Fenix Parts, Inc.",1
"ALERE SAN DIEGO, INC.",1
"China Natural Gas, Inc.",1
Kismet Acquisition One Corp,1
VALOR TELECOMMUNICATIONS LLC,1
"BIG ISLAND TECHNOLOGY GROUP, INC.",1
Liberty Energy Inc.,1
Swordfish Ventures Inc.,1
FREEPORT MCMORAN SULPHUR INC,1
SMITHFIELD FOODS INC,1
"ClearStory Systems, Inc.",1
Prescient Markets Inc.,1
Watford Holdings Ltd.,1
TRI VALLEY CORP,1
"JANGIT ENTERPRISES, INC.",1
"Teardroppers, Inc.",1
MYOGEN INC,1
First Western Financial Inc,1
Tuffnell Ltd.,1
"Comcast MO of Delaware, LLC",1
WESTERN ACCESS SERVICES OF NEW MEXICO LLC,1
"Aura Biosciences, Inc.",1
"Bleach Group, Inc.",1
DUKE ENERGY FIELD SERVICES CORP,1
Pulte Acquisition Corp.,1
"LOVE INTERNATIONAL GROUP, INC.",1
Fidelity Wise Origin Bitcoin Fund,1
HOME TOWN BUFFET INC,1
"TVAX Biomedical, Inc.",1
3 DIMENSIONAL PHARMACEUTICALS INC,1
PBF Finance Corp,1
GATEWAY COMMUNITY FINANCIAL CORP,1
INSTRUCTURE INC,1
"CG Automotive Group, Inc.",1
Moringa Acquisition Corp,1
IT PARTNERS INC,1
"Global Energy, Inc.",1
Dream Homes Ltd,1
"Value Financial Services, Inc.",1
"U-SWIRL, INC.",1
WidFit Inc.,1
"Coursera, Inc.",1
"ENLINK MIDSTREAM, INC.",1
BUILDING MATERIALS MANUFACTURING CORP,1
JCP RECEIVABLES INC,1
NEW STAT HEALTHCARE INC,1
Travelport Worldwide LTD,1
NEXSTAR BROADCASTING INC,1
SEITEL INC,1
"ASCOT FUNDING, INC.",1
"UNET Holdings, Inc.",1
Mead Johnson Nutrition CO,1
"Stratex Oil & Gas Holdings, Inc.",1
"Kips Bay Cinemas, Inc.",1
"CONSERVATIVE BROADCAST MEDIA & PUBLISHING, INC.",1
MV Partners LLC,1
"CHINOS HOLDINGS, INC.",1
"TruGreen, Inc.",1
CARLSON RESTAURANTS WORLDWIDE INC,1
Flaster Corp.,1
ALUS Liquidation Corp,1
"Intuity Medical, Inc.",1
MATEWAN BANCSHARES INC,1
"IT Management, Inc.",1
"dMY Squared Technology Group, Inc.",1
Dakota Creek Minerals Inc.,1
ARIS CORP/,1
"SC Sonoma Management, LLC",1
Hudson Capital Merger Sub I Inc.,1
METROGOLF INC,1
MOVING iMAGE TECHNOLOGIES INC.,1
FIVE STAR BANCORP,1
Advanced BioHealing Inc,1
"FAIRVIEW PARK GP, LLC.",1
Oyocar Group Inc.,1
DENTAL CARE ALLIANCE INC,1
SATIVUS TECH CORP.,1
APBIOTECH,1
"Tingo Group, Inc.",1
Doers Education Asean Ltd,1
RDC OFFSHORE MALTA Ltd,1
SPICY PICKLE FRANCHISING INC,1
"Mobilized Entertainment, Inc.",1
CARDTRONICS PLC,1
"Hesperos, Inc",1
SIMPLE PRODUCTS CORP,1
Sarissa Capital Acquisition Corp.,1
ANHUI TAIYANG POULTRY CO INC,1
COLOMBIER ACQUISITION CORP. II,1
NEOPOINT INC,1
PAGEFLEX INC.,1
"IdentiPHI, Inc.",1
Crona Corp.,1
US LEGAL SUPPORT INC,1
CODE GREEN APPAREL CORP,1
"Blutek Innovations, Corp.",1
"Williamsville Sears Management, Inc.",1
CONTOUR MEDICAL INC,1
WESTERN ASSOCIATED ENERGY CORP,1
"LTM Turkish Holdings, Inc.",1
ARROWPOINT COMMUNICATIONS INC,1
"Viastar Properties, Inc.",1
"Invuity, Inc.",1
ZLAND COM INC,1
"Telemynd, Inc.",1
"Moose Pond Acquisition Corp, NCV I",1
"WiFi Wireless, Inc.",1
CO2 Energy Transition Corp.,1
George Foreman Enterprises Inc,1
ECOMETRY CORP,1
Command Control Center Corp.,1
OPTIKA INC,1
HUDSON RIVER BANCORP INC,1
"CALIX, INC",1
MK RESOURCES CO,1
WTNH BROADCASTING LLC,1
EARTH DRAGON RESOURCES INC.,1
Arbor Rapha Capital Bioholdings Corp. I,1
nex-i.com inc.,1
"TRAFFIC CAT, INC.",1
NEW CF&I INC,1
"LUBOA GROUP, INC.",1
ACME PACKET INC,1
Luther Burbank Corp,1
CLEVELAND INDIANS BASEBALL CO INC,1
GALYANS TRADING CO INC,1
DITECH FUNDING CORP,1
WRC MEDIA INC,1
COLO COM,1
Nomadar Corp.,1
"TILLY'S, INC.",1
Emerging Markets Horizon Corp.,1
DKG Capital Inc.,1
Opportunity Acquisition Corp.,1
VISION WORLD  INC,1
GLYCOMIMETICS INC,1
BAY AREA WAREHOUSE STORES INC,1
"CoLabs Int'l, Corp.",1
FIDELITY BANKSHARES INC,1
ACI Corp. III,1
Noble Education Acquisition Corp.,1
Edgen Murray LTD,1
Zalatoris II Acquisition Corp,1
"ITA Holdings, Inc.",1
CHECKERS DRIVE IN RESTAURANTS INC /DE,1
United Express Inc.,1
MOMENTIVE GLOBAL INC.,1
"Century Aluminum Holdings, LLC",1
FORWARD AIR CORP,1
APPDYNAMICS INC,1
SANTA BARBARA METRIC INC,1
"Startech Labs, Inc.",1
"CHANGING TECHNOLOGIES, INC.",1
"NBL Texas, LLC",1
RCL TRUST 1995-1,1
BASIC CARE NETWORKS INC,1
INFITECH VENTURES INC,1
Pinnacle Foods Brands CORP,1
"PSAV, Inc.",1
CLAYTON HOLDINGS INC,1
"Greater States Sports Authority, Inc.",1
ProShares Trust III,1
"Origin Bancorp, Inc.",1
BHC SPIRIT OF ST LOUIS HOSPITAL INC,1
Hudson Acquisition I Corp.,1
Sagaliam Acquisition Corp,1
"AXIOM HOLDINGS, INC.",1
"Consorteum Holdings, Inc.",1
"Energy 11, L.P.",1
Visco Products CO,1
Emergent Health Corp.,1
MULTILINK TECHNOLOGY CORP,1
"Thinspace Technology, Inc.",1
MONTGOMERY FINANCIAL CORP,1
Charlies Holding LLC,1
"Tandem Health Care, Inc.",1
INFONOW CORP /,1
BRIGHTMAIL INC,1
"I AM SMART TECHNOLOGY, INC",1
GLOBAL MARKETS ACCESS LTD,1
Gates Industrial Corp plc,1
FOCAL INC,1
"Community First Bancshares, Inc.",1
"Morphic Holding, Inc.",1
"PHI Group, Inc./DE",1
CAPITAL FACTORS HOLDINGS INC,1
"Oasis Group, Inc.",1
Oak Woods Acquisition Corp,1
ASSOCIATES FIRST CAPITAL CORP,1
ACE COMM CORP,1
Douglas Elliman Inc.,1
MATADOR PETROLEUM CORP,1
UNICA CORP,1
QUATRX PHARMACEUTICALS Co,1
Bank7 Corp.,1
AXIALL CORP/DE/,1
"Notable Labs, Ltd.",1
Adamas One Corp.,1
WESTERN ACCESS SERVICES OF ARKANSAS LLC,1
TALARIAN CORP,1
"Lewisville Cinemas, LLC",1
ACCEL LIQUID GELS,1
"SP Acquisition Holdings, Inc.",1
"NAVA HEALTH MD, INC.",1
ESQUIRE COMMUNICATIONS LTD,1
"Tahoe Joes Leasing Company, LLC",1
LEAPNET INC,1
BLUE HEN GROUP INC.,1
"NOWEA ENERGY, INC.",1
"Elio Motors, Inc.",1
BROOKWOOD MEDICAL CENTER OF GULFPORT INC,1
HEADLANDS MORTGAGE CO,1
"Tabula Rasa HealthCare, Inc.",1
RB OPERATING CO,1
SONOMA SYSTEMS,1
BERINGER WINE ESTATES HOLDINGS INC,1
VELOCITYHSI INC,1
"AutoBrag, Inc",1
Hubilu Venture Corp,1
ENSCO SERVICES Ltd,1
UNION NATIONAL BANCORP INC,1
"Oiltanking Partners, L.P.",1
EYEMASTERS OF TEXAS  MANAGEMENT INC,1
ZEBU,1
SEATech Ventures Corp.,1
WELLCHOICE INC,1
Zalatoris Acquisition Corp.,1
K-SEA TRANSPORTATION PARTNERS LP,1
"Ultimate Rack, Inc.",1
BMC TRUCKING INC,1
"Laredo Oil, Inc.",1
"Blue Coat, Inc.",1
WisdomTree Bitcoin Fund,1
"Brainstorm Networks, Inc.",1
Sugar Creek Financial Corp./MD/,1
ONEMAIN COM INC,1
CHINA RESOURCES LTD.,1
Medicus Sciences Acquisition Corp.,1
"Enviva, LLC",1
Pure Acquisition Corp.,1
"W2007 Fresca Propco, L.P.",1
"ECOSCIENCES, INC.",1
PENTHOUSE DIGITAL MEDIA PRODUCTIONS INC.,1
NP Opco LLC,1
Pacific Bepure Industry Inc,1
"YUHE INTERNATIONAL, INC.",1
"Messagebgone, Inc.",1
HELLER FUNDING CORP II,1
Tatra Resources Ltd.,1
"CAVA GROUP, INC.",1
Charlton Aria Acquisition Corp,1
"BOISE CASCADE HOLDINGS, L.L.C.",1
MEWBOURNE ENERGY PARTNERS 04-A LP,1
UNITEDGLOBALCOM INC,1
"ORANGEHOOK, INC.",1
L90 INC,1
"Lyondell Chemical Overseas Services, Inc.",1
"Acumen Pharmaceuticals, Inc.",1
QUALITY STORES INC,1
"IF Bancorp, Inc.",1
"SOUTHERN MISSOURI BANCORP, INC.",1
"Centerplate, Inc.",1
DUNN COAL & DOCK CO,1
COMTECH TELECOMMUNICATIONS CORP /DE/,1
MMCA AUTO OWNER TRUST 2003-2,1
"DMH INTERNATIONAL, INC.",1
Empire Water CORP,1
"Capital Division, Inc.",1
Isola Group Ltd.,1
BCLS Acquisition Corp.,1
I2 TECHNOLOGIES INC,1
Cohen Circle Acquisition Corp. I,1
"AMHEARST GLEN, INC.",1
Atlas Resources Public #18-2008 (A) L.P.,1
"Kezar Life Sciences, Inc.",1
eCampusCash Inc.,1
FLASHAPP INC.,1
TRI STATE CHEMICAL INC,1
"Affinity Bancshares, Inc.",1
"American Critter College, Inc.",1
MATRIXONE INC,1
ORBITZ INC,1
INSEEGO CORP.,1
WillScot Holdings Corp,1
"Jintai Mining Group, Inc.",1
1Sharpe Acquisition Corp.,1
Cibus Ltd.,1
CHOLESTECH CORPORATION,1
Luminant Mining Services Co,1
Renaissance Acquisition Corp.,1
"Bruker Energy & Supercon Technologies, Inc.",1
"Alon USA Partners, LP",1
Launch One Acquisition Corp.,1
OMM INC,1
"Beall Investment Corporation, Inc.",1
VISIONARY LAB SERVICES LTD,1
ON THE MOVE Corp,1
FLYCAST COMMUNICATIONS CORP,1
Tailwind International Acquisition Corp.,1
ACCELLENT INC,1
UPROAR INC,1
"RTI SURGICAL, INC.",1
NATIONAL MEDIA TECHNOLOGIES INC,1
ELITRA PHARMACEUTICALS INC,1
PAMARCO TECHNOLOGIES INC,1
IPC Systems Holdings Corp.,1
BMAC SERVICES CO INC,1
DALEX INC,1
CONCEPTS DIRECT INC,1
Crucible Acquisition Corp,1
ICON ECI Fund Sixteen,1
First Wind Holdings Inc.,1
"Atlas Energy Resources, LLC",1
NITCHES INC,1
ATX GROUP INC,1
Vantage Energy Acquisition Corp.,1
HANDSPRING INC,1
"Lirum Therapeutics, Inc.",1
CREDIT MANAGEMENT SOLUTIONS INC,1
INTEGRATED COMMUNICATION NETWORKS INC,1
"CHCA Conroe, L.P.",1
NEWCOM INC,1
NEWALLIANCE BANCSHARES INC,1
Gala Pharmaceutical Inc.,1
"Amcor Flexibles North America, Inc.",1
Churchill Capital Corp,1
VERISITY LTD,1
"AssetMark Financial Holdings, Inc.",1
UNION STREET ACQUISITION CORP.,1
Fashionista Distributor Holdings Inc.,1
RAGEN MACKENZIE GROUP INC,1
THUNDER MOUNTAIN GOLD INC,1
MORGAN MINING CORP,1
Sontera Design Inc.,1
NOVIENT INC,1
JACKSON HEWITT TAX SERVICE INC,1
"Stitch Fix, Inc.",1
Decarbonization Plus Acquisition Corp IV,1
"PARAISO PRODUCTIONS, INC.",1
SYNCHRONICITY INC,1
StageWise Strategies Corp.,1
XANODYNE PHARMACEUTICALS INC,1
Carmot Therapeutics Inc.,1
"Ascend Wellness Holdings, Inc.",1
"AVEO PHARMACEUTICALS, INC.",1
"Lake Victoria Mining Company, Inc.",1
"Nova Tube & Steel, Inc.",1
AMBRX INC,1
MIDWEST HOLDING INC.,1
Silver Mountain Mines,1
ICON INCOME FUND NINE LLC,1
"Skilift, Inc.",1
"Southern States Bancshares, Inc.",1
Galaxy Media & Marketing Corp.,1
"HFF, Inc.",1
"LRR Energy, L.P.",1
ENSCO AUSTRALIA PTY. Ltd,1
"Powerfleet, Inc.",1
ARETE INDUSTRIES INC,1
Sizzle Acquisition Corp.,1
ENSCO GLOBAL II LTD.,1
NB CAPITAL ACQUISITION CORP.,1
PMV Consumer Acquisition Corp.,1
Ares Acquisition Corp II,1
"Vapor Group, Inc.",1
Sandbridge X2 Corp,1
"Talen Energy Holdings, Inc.",1
"DERMA SCIENCES, INC.",1
PRODUCTION GROUP INTERNATIONAL INC,1
DIGAGOGO VENTURES CORP,1
EXECUSTAY CORP,1
"Commonwealth Income & Growth Fund 8, LP",1
"Climb Bio, Inc.",1
"iVoiceIdeas, Inc.",1
Tri-Artisan Acquisition Corp,1
CampusU,1
NESS TECHNOLOGIES INC,1
"Rain Enhancement Technologies Holdco, Inc.",1
FREESCALE SEMICONDUCTOR INC,1
Global Brands Acquisition Corp.,1
FLEXIINTERNATIONAL SOFTWARE INC/CT,1
DALTON CORP,1
SUPERIOR ESSEX INC,1
COLLAGENEX PHARMACEUTICALS INC,1
COLLECTIVE INVESTMENT TRUSTS FOR UNITED MISSOURI BANK N A,1
CDRJ NORTH ATLANTIC LUX S AR L,1
Spelt Group Corp.,1
VITASPRING BIOMEDICAL CO. LTD.,1
New Source Energy Partners L.P.,1
DRS TECHNOLOGIES INC,1
AEARO CORP,1
TBC CAPITAL STATUTORY TRUST,1
ZHEN DING RESOURCES INC.,1
Lakeview Acquisition Corp,1
Milestone Pharmaceuticals Inc.,1
UNITY EMERGING TECHNOLOGY VENTURE ONE LTD,1
"Granite Ridge Resources, Inc.",1
"Prism Technologies Group, Inc.",1
"Women's & Children's Hospital, Inc.",1
VRIO CORP.,1
Tuba City Gold Corp.,1
Khosla Ventures Acquisition Co. III,1
TAILWIND FINANCIAL INC.,1
Hendersonville Hospital CORP,1
ONYX ACCEPTANCE GRANTOR TRUST 1997-2,1
"Melt Pharmaceuticals, Inc.",1
"Everything Blockchain, Inc.",1
Local Matters Inc.,1
FOOD 4 LESS OF SOUTHERN CALIFORNIA INC,1
"Itron Networked Solutions, Inc.",1
VectoIQ Acquisition Corp. II,1
VHS OF ARROWHEAD INC,1
NP Past Enterprises LLC,1
"Stemcell Holdings, Inc.",1
ZC GOLD Jewelry INC,1
"SOFIA REAL ESTATE GROUP, INC.",1
PINNACOR INC,1
Biotech Group Acquisition Corp,1
"ASIAINFO-LINKAGE, INC",1
"Caliber Home Loans, Inc.",1
"LivingVentures, Inc.",1
"SOURCE ROCK, INC.",1
"Newegg Commerce, Inc.",1
Calgon Carbon Investments Inc.,1
"TechApp Solutions, Inc.",1
"HACKETT GROUP, INC.",1
TEXAS TELECOMMUNICATIONS LP,1
HONDA LEASE TRUST,1
COMPLETE CARE MEDICAL INC,1
ACCESS NATIONAL CORP,1
China Healthcare Acquisition Corp.,1
"Longwood Capital Group, Inc.",1
"NEG, Inc.",1
STAR BUFFET INC,1
Home Point Capital Inc.,1
FOGDOG INC,1
"BioTrove, Inc.",1
MEWBOURNE ENERGY PARTNERS 97-A LP,1
Madison River Discovery Corp.,1
CareView Communications Inc,1
"AgroFresh Solutions, Inc.",1
I3 MOBILE INC,1
Capstone Systems Inc,1
WYNDHAM HOTEL CORP,1
"Republic Companies Group, Inc.",1
GraniteShares ETP Trust,1
QLY Biotech Group Corp.,1
Principia Biopharma Inc.,1
"POSITIVE PHYSICIANS HOLDINGS, INC.",1
DYNEGY ENERGY PARTNERS LP,1
AMERICAN MEDSERVE CORP,1
WORK INTERNATIONAL CORP,1
Ranger Gold Corp.,1
"Downtown Boston Cinemas, LLC",1
TLGY ACQUISITION CORP,1
EROLS INTERNET INC,1
"RLJ Acquisition, Inc.",1
"CHINA VALVES TECHNOLOGY, INC",1
CA Healthcare Acquisition Corp.,1
"Accuride Distributing, LLC",1
PROMEDCO MANAGEMENT CO,1
"Unity Biotechnology, Inc.",1
PDL Community Bancorp,1
Black Spade Acquisition II Co,1
SALICK HEALTH CARE INC,1
"CITIUS ONCOLOGY, INC.",1
"AIIM Restaurant, Inc.",1
KOSAN BIOSCIENCES INC,1
maniaTV Inc.,1
AVETA INC,1
"20230930-DK-Butterfly-1, Inc.",1
HOUSEHOLD CONSUMER LOAN TRUST 1997-2,1
DP Cap Acquisition Corp I,1
"Coupang, Inc.",1
YSTRATEGIES CORP.,1
"CBRE SERVICES, INC.",1
"Brag House Holdings, Inc.",1
HUMBOLDT BANCORP,1
Ecco Auto World Corp,1
"NB Bancorp, Inc.",1
INSIGHT COMMUNICATIONS CO INC,1
"Frelii, Inc.",1
VIA NET WORKS INC,1
"WEWARDS, INC.",1
"Molida Holding Group Co., Ltd",1
CENTRUE FINANCIAL CORP,1
Tapstone Energy Inc.,1
CASSIDY COMPANIES INC,1
Nalco Delaware CO,1
"DAVI LUXURY BRAND GROUP, INC.",1
"MED-X, INC.",1
PLACER SIERRA BANCSHARES,1
"BergdorfGoodman.com, LLC",1
Broadscale Acquisition Corp.,1
SMURFIT-STONE CONTAINER Corp,1
WORLDSPAN S A HOLDINGS II LLC,1
RichSpace Acquisition Corp.,1
FLURIDA GROUP INC,1
Broadstone Acquisition Corp.,1
Jura Pentium Trust 1,1
Hudson Executive Investment Corp. III,1
Celator Pharmaceuticals Inc,1
MARKETING SPECIALISTS CORP,1
"GLOBALPAYNET HOLDINGS, INC.",1
HONDA TITLING A LP,1
UNITED STATES MARINE REPAIR INC,1
BROADBAND SPORTS INC,1
CONSYGEN INC,1
PW EAGLE INC,1
"Current Media, Inc.",1
LJL BIOSYSTEMS INC,1
MAGICSTEM GROUP CORP.,1
MP3 COM INC,1
"Mercantile Bancorp, Inc.",1
RAINDANCE TECHNOLOGIES INC,1
ORTHALLIANCE INC,1
EFFECTIVE MANAGEMENT SYSTEMS INC,1
TRW AUTOMOTIVE INC,1
Mavenir Private Holdings II Ltd.,1
OSH 1 LIQUIDATING Corp,1
Linktory Inc.,1
FOOD 4 LESS GM INC,1
OPTIVA CORP /WA/,1
RARUS TECHNOLOGIES INC,1
DUESENBERG TECHNOLOGIES INC.,1
"US-MHJ Wooden Elegance Creations Int'l, Inc.",1
Health Midwest Office Facilities CORP,1
"WATERS CLUB HOLDINGS, INC.",1
Flora Growth Corp.,1
APx Acquisition Corp. I,1
ALPHASMART INC,1
VISIONAMERICA INC,1
Equity Distribution Acquisition Corp.,1
SECURE COMPUTING CORP,1
"ALL IN BLIND, INC.",1
"SRA Companies, Inc.",1
SITARA NETWORKS INC,1
NewHold Investment Corp. II,1
GLOBAL KNOWLEDGE INC,1
IDEA INTEGRATION CORP,1
Perception Capital Corp. IV,1
GRASSMERE ACQUISITION Corp,1
"JWIZ, INC.",1
Mobiv Acquisition Corp,1
K-Sea GP Holdings LP,1
CHASE PACKAGING CORP,1
"Edge Data Solutions, Inc.",1
NP FH Excess LLC,1
EVERCOM INC,1
AIRPLANES LTD,1
Tribal Rides International Corp.,1
CAST ALLOYS INC,1
STOWE WOODWARD MOUNT HOPE INC,1
AMERTHAI MINERALS INC.,1
PAULA FINANCIAL,1
Battlers Corp.,1
MJD VENTURES INC,1
PECO II INC,1
"Caribbean Pacific Marketing, Inc.",1
"QUINKO-TEK INTERNATIONAL, INC.",1
"Wilhelmina International, Inc.",1
China Ritar Power Corp.,1
HEARTLAND COMMUNICATIONS & MANAGEMENT INC,1
"JETPADS, INC.",1
NOVACARE EMPLOYEE SERVICES INC,1
GO EZ Corp,1
TOMAX CORP,1
CITIZENS BANCORP,1
Israel Amplify Program Corp.,1
Corsair Partnering Corp,1
Euronav MI II Inc.,1
"Stream Global Services, Inc.",1
WHITE MOUNTAIN RUNNING INC,1
Anchor Bancorp,1
Taliera CORP,1
Canary HBAR ETF,1
COLOR KINETICS INC,1
Party City Holdco Inc.,1
SYNTAX-BRILLIAN CORP,1
COMMERX INC,1
"3D PIONEER SYSTEMS, INC.",1
Buckeye GP Holdings L.P.,1
ROCK OF AGES CORP,1
Jialijia Group Corp Ltd,1
ECCA DISTRIBUTION MANAGEMENT  INC,1
"TKO Group Holdings, Inc.",1
Nabors Energy Transition Corp. II,1
Oaktree Acquisition Corp. III,1
BEACON FINANCIAL FUTURES FUND LP,1
"Marion Community Hospital, Inc.",1
LASALLE RE HOLDINGS LTD,1
BNC MORTGAGE INC,1
BHC SIERRA VISTA HOSPITAL INC,1
DIVERSIFIED CORPORATE RESOURCES INC,1
ENSCO TRANSNATIONAL III Ltd,1
"Sonoma Land Acquisition Company, LLC",1
Ultragenyx Pharmaceutical Inc.,1
"INSYS THERAPEUTICS, INC.",1
Silver Eagle Acquisition Corp.,1
NEENAH TRANSPORT INC,1
ENVIROTEST ILLINOIS INC,1
FactorShares 2X: S&P500 Bull/TBond Bear,1
"Fidelity National Information Services, LLC",1
BLAXXUN INTERACTIVE INC,1
"Consensus Cloud Solutions, Inc.",1
STORAGEAPPS INC,1
Parsippany Theatre Corp.,1
CAVALRY BANCORP INC,1
MacroShares Major Metro Housing Up Trust,1
Monticello 4 Power Co LLC,1
BAY NATIONAL CORP,1
IRIDIUM IP LLC,1
AIR BEARINGS INC,1
AMERICAN LAUNDRY FRANCHISING CORP,1
ONESOURCE INFORMATION SERVICES INC,1
BP Midstream Partners LP,1
Basell North America Inc.,1
"CISO Global, Inc.",1
"Concrete Acquisition IV, LLC",1
Crucible Acquisition Corp. III,1
Approach Resources Inc,1
"Progress Rail Services, Inc.",1
"Cheer Holding, Inc.",1
Merry Maids Limited Partnership,1
Legacy Education Inc.,1
Generation SVC Co,1
"Ultra Clean Holdings, Inc.",1
Ault Disruptive Technologies Corp,1
PREMIUM STANDARD FARMS INC /NEW,1
"Enfusion, Inc.",1
"Reticulate Micro, Inc.",1
"GOLDENWELL BIOTECH, INC.",1
Howard Hughes Corp,1
"GoLogiq, Inc.",1
AKW General Partner L.L.C.,1
"EndoChoice Holdings, Inc.",1
ZENITH NATIONAL INSURANCE CORP,1
BLUE BAR LP,1
Liberty Media Acquisition Corp,1
BHC MANAGEMENT SERVICES OF KENTUCKY LLC,1
WEBRIDGE INC,1
"Toast, Inc.",1
Freshworks Inc.,1
Liberty Lane Acquisition Corp.,1
CDM RESOURCE PARTNERS L P,1
PROGENITOR INC,1
"Yanhuang International Development Company, Inc.",1
"HILLTOP ENERGY, LLC.",1
MRC GROUP,1
PICIS INC,1
Volcano Corp,1
Churchill Capital Corp IX/Cayman,1
OLIE INC,1
"INOLIFE TECHNOLOGIES, INC.",1
"Tallgrass Energy, LP",1
"Varca Ventures, Inc.",1
"Vericity, Inc.",1
Venu Holding Corp,1
Athens Bancshares Corp,1
STRONG SOLUTIONS INC.,1
"Elevate Credit, Inc.",1
"GenuTec Business Solutions, Inc.",1
Lyondell Europe Holdings Inc.,1
"Game Trading Technologies, Inc.",1
"BBQ HOLDINGS, INC.",1
INNOVATIVE CARD TECHNOLOGIES INC,1
Pangaea Logistics Solutions Ltd.,1
ALLIANCE LAUNDRY HOLDINGS INC,1
SOUTHERN FINANCIAL CAPITAL TRUST I,1
Pomelo Acquisition Corp Ltd,1
Easy Buy Plus Inc,1
"LAUREATE EDUCATION, INC.",1
"Green Ballast, Inc.",1
"FAMILY OFFICE OF AMERICA, INC.",1
DELTAGEN INC,1
RIBOGENE INC / CA/,1
"Sonant Systems, Inc.",1
IRIDIUM FACILITIES CORP,1
"SPRING BRANCH MEDICAL CENTER, INC.",1
PERLOWIN DEVELOPMENT CORP.,1
HANCOCK JOHN FINANCIAL SERVICES INC,1
Quantumzyme Corp.,1
"Intcomex, Inc.",1
Mountain Crest Acquisition Corp. V,1
AMCOR PTY LTD,1
DISPLAYTECH INC,1
"NV5 Global, Inc.",1
IVIDEONOW INC,1
